Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,2876,2020,299,1,12/21/2020 ,12/20/2020    ,10,None            ,"6,000.00                    ",0.00                              ,"1,000.00                  ",680.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Blue Ox                                      
G      ,3775,2023,299,1,1/15/2024  ,1/14/2024     ,15,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,281.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Blue Ox                                      
G      ,3350,2022,299,1,12/16/2022 ,12/15/2022    ,20,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,057.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Blue Ox                                      
G      ,3171,2021,299,1,12/22/2021 ,12/21/2021    ,21,Thriving        ,0.00                          ,0.00                              ,"15,832.54                 ",655.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Blue Ox                                      
G      ,2739,2019,299,1,1/10/2020  ,1/10/2020     ,12,None            ,0.00                          ,0.00                              ,"1,000.00                  ",234.00                ,41.0,2.0,14.0,9.0,7.0,20.0,2.0,2.0,34.0,30.0,7.0,0.0,0.0,2.0,1.0,50.0,9.0,19.0,2.0,49.0,27.0,7.0,27.0,9.0,462.0,10,Blue Ox                                      
G      ,3326,2022,624,1,12/13/2022 ,12/13/2022    ,22,High Performing ,"7,000.00                    ",0.00                              ,0.00                        ,500.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Ni-Sanak-Tani                                
G      ,3183,2021,624,1,12/23/2021 ,12/23/2021    ,7,None            ,500.00                        ,0.00                              ,0.00                        ,500.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Ni-Sanak-Tani                                
G      ,2843,2020,624,1,12/17/2020 ,12/17/2020    ,12,None            ,0.00                          ,0.00                              ,0.00                        ,500.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Ni-Sanak-Tani                                
G      ,3776,2023,624,1,1/16/2024  ,1/16/2024     ,23,High Performing ,0.00                          ,"7,000.00                        ",0.00                        ,500.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Ni-Sanak-Tani                                
G      ,2575,2019,624,1,12/18/2019 ,12/17/2019    ,8,None            ,0.00                          ,0.00                              ,0.00                        ,500.00                ,27.0,3.0,8.0,6.0,1.0,5.0,0.0,2.0,19.0,13.0,3.0,3.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,47.0,9.0,17.0,26.0,0.0,507.0,10,Ni-Sanak-Tani                                
G      ,3302,2022,627,1,12/7/2022  ,12/7/2022     ,22,High Performing ,0.00                          ,0.00                              ,"1,000.00                  ","3,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Tom Kita Chara                               
G      ,3708,2023,627,1,12/28/2023 ,12/28/2023    ,22,High Performing ,0.00                          ,"1,500.00                        ","1,000.00                  ",750.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Tom Kita Chara                               
